iter	Logloss
360	0.009016049024
361	0.008987394099
362	0.00897081274
363	0.00893661509
364	0.008931579636
365	0.008912404155
366	0.008875245594
367	0.008869039823
368	0.008855262544
369	0.008837371053
370	0.008819135608
371	0.008807731344
372	0.008801723746
373	0.008796157938
374	0.008779260098
375	0.008761466259
376	0.008742085635
377	0.008730161641
378	0.008706948111
379	0.008701245616
380	0.008697822708
381	0.008683272928
382	0.008667203548
383	0.008651690993
384	0.008637572631
385	0.008629078851
386	0.008616225435
387	0.00860140499
388	0.008589121286
389	0.008565107515
390	0.008552867583
391	0.00854574581
392	0.00853816722
393	0.008526826011
394	0.008512224226
395	0.00850468558
396	0.008497713855
397	0.008489224852
398	0.008476940529
399	0.008460806498
400	0.008453037971
401	0.008440919791
402	0.008433083917
403	0.008405493584
404	0.00838270626
405	0.008365083728
406	0.008344968964
407	0.00833092405
408	0.008324998706
409	0.008309792017
410	0.008293883828
411	0.00827378082
412	0.008266869056
413	0.008259561994
414	0.008249737979
415	0.008218464831
416	0.008209551104
417	0.008185103885
418	0.008180477994
419	0.008175452276
420	0.008172731502
421	0.008141803124
422	0.008136194037
423	0.00811552189
424	0.00810706003
425	0.008100815798
426	0.008081297831
427	0.008069338755
428	0.008061430298
429	0.008037518054
430	0.008023911831
431	0.008013581631
432	0.008006624523
433	0.008002899358
434	0.007998432941
435	0.007991305956
436	0.007976104608
437	0.007962849755
438	0.007943760982
439	0.00792535959
440	0.007919105611
441	0.007899034135
442	0.007890950499
443	0.007872466719
444	0.007848556933
445	0.007836590309
446	0.007833356517
447	0.007825078769
448	0.007811143531
449	0.007807869191
450	0.007756823065
451	0.007736225792
452	0.007728138847
453	0.007722904296
454	0.007713802897
455	0.007708049289
456	0.007697614712
457	0.007689783147
458	0.007675861079
459	0.007671554258
460	0.00766902234
461	0.007663526876
462	0.00764252347
463	0.007619887078
464	0.007612262921
465	0.007610117862
466	0.007606242136
467	0.007592203898
468	0.007572914995
469	0.007551103342
470	0.007541140101
471	0.007520491489
472	0.007505337406
473	0.007488037534
474	0.007480257282
475	0.007471653038
476	0.007464283368
477	0.007461490076
478	0.007444940663
479	0.007438900168
480	0.007429737958
481	0.007422453823
482	0.007414368303
483	0.007404928925
484	0.007402903212
485	0.007392096422
486	0.007376245009
487	0.007362355073
488	0.007340785312
489	0.007323332366
490	0.007317690847
491	0.007310808351
492	0.007298536137
493	0.007290071694
494	0.007282209265
495	0.007276963263
496	0.007262645795
497	0.007251583046
498	0.007246085064
499	0.007238053304
500	0.00722227908
501	0.007218362301
502	0.007209874117
503	0.007203418338
504	0.007193314027
505	0.007191597941
506	0.007182453888
507	0.007173983574
508	0.007170160245
509	0.007157539576
510	0.007156141383
511	0.007141007491
512	0.007135164759
513	0.007114487401
514	0.007107982547
515	0.007098967181
516	0.007083796022
517	0.007068171305
518	0.007051740559
519	0.007043112571
520	0.007037369552
521	0.007032262009
522	0.007024119411
523	0.007016445471
524	0.006997651053
525	0.006985120239
526	0.006975004487
527	0.006967614952
528	0.006954648051
529	0.006950570362
530	0.006943393925
531	0.006934338129
532	0.006920781132
533	0.006917133585
534	0.006912389364
535	0.006907823628
536	0.006894839298
537	0.006879710023
538	0.006868588594
539	0.006860686836
540	0.006856287166
541	0.006845232115
542	0.006841413216
543	0.006830800502
544	0.00682432646
545	0.006821936217
546	0.006819323644
547	0.006797264652
548	0.006795236216
549	0.006785848824
550	0.006768413478
551	0.006764539372
552	0.006749533612
553	0.006731294203
554	0.006709506275
555	0.006699626985
556	0.006686539695
557	0.006684476016
558	0.006670670402
559	0.006660987173
560	0.006654629718
561	0.006641095291
562	0.00663587398
563	0.006631941781
564	0.006621811916
565	0.00660700628
566	0.006601151422
567	0.006595297441
568	0.006586677614
569	0.006579142868
570	0.0065740146
571	0.006558422305
572	0.006551599915
573	0.006538137499
574	0.006526977008
575	0.00650124952
576	0.006490587543
577	0.006487189566
578	0.006470344068
579	0.00646062035
580	0.006446564195
581	0.006431549408
582	0.006423563302
583	0.006416412242
584	0.006411840378
585	0.006407771943
586	0.006401837236
587	0.006395267307
588	0.006385124489
589	0.006378233213
590	0.006366482835
591	0.006356016628
592	0.006350349197
593	0.006345937184
594	0.006339315536
595	0.006325441795
596	0.006311194193
597	0.00630527111
598	0.006293364214
599	0.006286338527
600	0.006281869389
601	0.006272423351
602	0.006260514152
603	0.006243906318
604	0.006238308792
605	0.006220541838
606	0.006194896195
607	0.006188535373
608	0.006179654572
609	0.006170632157
610	0.006168947912
611	0.006163194915
612	0.006148046141
613	0.006138021029
614	0.006130586965
615	0.006123466445
616	0.006114613849
617	0.006110278436
618	0.00609650094
619	0.006090328032
620	0.006078565603
621	0.006077140101
622	0.006067963018
623	0.006065902772
624	0.006055077471
625	0.006050823803
626	0.006037611619
627	0.006031691493
628	0.00602629182
629	0.0060187997
630	0.006015691788
631	0.006008178848
632	0.005996746308
633	0.00599437735
634	0.005987042796
635	0.005983384803
636	0.0059787144
637	0.005966058376
638	0.005964899634
639	0.005957504735
640	0.005948027824
641	0.005938607394
642	0.005935464846
643	0.005925284896
644	0.005922990993
645	0.005917496935
646	0.005914870561
647	0.005911951705
648	0.005903910159
649	0.005891793185
650	0.005884024299
651	0.0058701303
652	0.005864147823
653	0.005860911551
654	0.005850232855
655	0.005832292608
656	0.005828702839
657	0.005815574845
658	0.005805058105
659	0.005802798961
660	0.0058002228
661	0.00579017873
662	0.005778835087
663	0.005774773514
664	0.005772010602
665	0.005766280462
666	0.005760986288
667	0.00575898315
668	0.005755973485
669	0.00574411872
670	0.005738985872
671	0.005737410292
672	0.005731648358
673	0.005725867219
674	0.005725227088
675	0.005720562739
676	0.005716103011
677	0.00571267389
678	0.005706436037
679	0.005695769383
680	0.005694173352
681	0.005691134888
682	0.005689572638
683	0.005683472148
684	0.00566857909
685	0.005665044064
686	0.005653670505
687	0.005642849116
688	0.005641734593
689	0.005632721615
690	0.005625645028
691	0.005615463688
692	0.005614044465
693	0.005605688096
694	0.005599951702
695	0.005585063898
696	0.005576978392
697	0.005570743018
698	0.005569635297
699	0.005547347348
700	0.005540744738
701	0.005538900782
702	0.005534791732
703	0.005520304081
704	0.005514465767
705	0.00550719923
706	0.005502276198
707	0.005485958283
708	0.005476756349
709	0.005457887346
710	0.00544115714
711	0.005433210246
712	0.005427311742
713	0.005421635313
714	0.005420097258
715	0.005414695029
716	0.005406813125
717	0.005399562302
718	0.005398020067
719	0.005395903617
720	0.005387884315
721	0.005383915687
722	0.00536903312
723	0.005356531935
724	0.00534827673
725	0.005338685584
726	0.005330735288
727	0.005324248262
728	0.005316990992
729	0.005310714821
730	0.005304111269
731	0.00529863672
732	0.005294818327
733	0.005291061696
734	0.005278292457
735	0.005270142532
736	0.005268914447
737	0.005259483331
738	0.005248580602
739	0.005244001578
740	0.005241362676
741	0.00523449251
742	0.005225919277
743	0.005225085436
744	0.005219634606
745	0.005214144983
746	0.005202729663
747	0.005192701357
748	0.005190416825
749	0.005179621306
750	0.005167715279
751	0.00516388002
752	0.005160862925
753	0.005154062267
754	0.005142002178
755	0.005140571382
756	0.00513008835
757	0.005115313646
758	0.005112672961
759	0.00511020812
760	0.005101203938
761	0.005091572848
762	0.005084612751
763	0.005073207261
764	0.005070320422
765	0.005062254286
766	0.005060125924
767	0.005058136505
768	0.005049886681
769	0.005046598529
770	0.00504281772
771	0.005039512312
772	0.00503194052
773	0.005024347667
774	0.005020184304
775	0.005014551984
776	0.005011453321
777	0.005009840303
778	0.005005855577
779	0.005003927701
780	0.004999100184
781	0.004997398528
782	0.00499039027
783	0.004989005954
784	0.00498453809
785	0.00497526243
786	0.004966983869
787	0.004964347217
788	0.004961478867
789	0.004958611053
790	0.004951289951
791	0.004948932714
792	0.004937465438
793	0.004936533057
794	0.004934310896
795	0.004925383298
796	0.004916212703
797	0.004911692426
798	0.00490544252
799	0.00490358826
800	0.004898338959
801	0.004895772949
802	0.004892315322
803	0.0048889571
804	0.004876180444
805	0.004869205405
806	0.004859107615
807	0.004841780971
808	0.004840087323
809	0.00483483981
810	0.004831869787
811	0.004823236497
812	0.004821063672
813	0.00481352091
814	0.004803837933
815	0.004794512435
816	0.004784338802
817	0.004780922817
818	0.004779166932
819	0.0047751479
820	0.004773601428
821	0.004772001996
822	0.004767443836
823	0.004766257494
824	0.004763646311
825	0.004758283145
826	0.004754605198
827	0.004751870957
828	0.004747422653
829	0.004739889675
830	0.00473592448
831	0.004727805446
832	0.004724608153
833	0.004721859565
834	0.004719028185
835	0.004706458409
836	0.004705506393
837	0.004701591939
838	0.004699800982
839	0.004697700161
840	0.004688877204
841	0.004677115439
842	0.004666311791
843	0.004659630925
844	0.004657246298
845	0.004655929032
846	0.004647939049
847	0.004642684034
848	0.004636170452
849	0.004630274644
850	0.004628417359
851	0.004625857166
852	0.004623244366
853	0.004617259158
854	0.004614478904
855	0.004600546929
856	0.00459558564
857	0.004585171104
858	0.004576884246
859	0.004570450283
860	0.004567671532
861	0.004565225954
862	0.004563715798
863	0.004557828903
864	0.004548885001
865	0.004544514954
866	0.004539398649
867	0.004532491431
868	0.004528436504
869	0.004519502474
870	0.004513404029
871	0.004510937616
872	0.004499042658
873	0.004489752663
874	0.004484076262
875	0.0044787399
876	0.004471827385
877	0.004467898744
878	0.004466513019
879	0.004452215836
880	0.004448051081
881	0.004444940717
882	0.004438249057
883	0.004431660634
884	0.004422613044
885	0.004420244068
886	0.004419529691
887	0.004411017782
888	0.004407212604
