iter	Logloss
0	0.2017684647
1	0.08998823013
2	0.05525308973
3	0.04504437497
4	0.04055927806
5	0.03847444934
6	0.0360622624
7	0.03432761239
8	0.03366218941
9	0.03311431862
10	0.03266977952
11	0.03220031071
12	0.03196986521
13	0.03149236145
14	0.03069852569
15	0.03035785645
16	0.02995421068
17	0.0294985193
18	0.02925069031
19	0.02898348065
20	0.02875798768
21	0.02856186327
22	0.02833391124
23	0.02807493504
24	0.02733021895
25	0.02715494242
26	0.02697945062
27	0.02663786126
28	0.02626077117
29	0.02603080433
30	0.0258851531
31	0.02573778253
32	0.02518792411
33	0.02489558664
34	0.02476735509
35	0.02458874916
36	0.02431563652
37	0.02418621768
38	0.02407657546
39	0.02396296107
40	0.02373590288
41	0.02355728634
42	0.02344161125
43	0.0233062309
44	0.02316127847
45	0.02306292642
46	0.02277823717
47	0.02269233581
48	0.02258674561
49	0.0225267485
50	0.02242466865
51	0.02226588478
52	0.02209641789
53	0.02191971663
54	0.02179532003
55	0.02170201004
56	0.02161517236
57	0.02148547795
58	0.02118919739
59	0.02107859538
60	0.02087026427
61	0.02080688296
62	0.02072135872
63	0.02065276094
64	0.0205032967
65	0.02042102747
66	0.02032275979
67	0.0201978113
68	0.02012183264
69	0.0199917944
70	0.01991887307
71	0.01987064248
72	0.01982116954
73	0.01974489593
74	0.01960680391
75	0.01949271455
76	0.01936021094
77	0.01930602103
78	0.01926608515
79	0.01913603199
80	0.01904533608
81	0.01895255903
82	0.01887213754
83	0.01875570955
84	0.01840766759
85	0.01836466387
86	0.01825940364
87	0.01817665445
88	0.01809034081
89	0.01801486017
90	0.01795369176
91	0.01787803422
92	0.0178224956
93	0.01778114384
94	0.01769973509
95	0.01761401592
96	0.01750556443
97	0.01739113821
98	0.01733668193
99	0.01727940972
100	0.01725030884
101	0.01719329963
102	0.01717284697
103	0.01710316225
104	0.01701774845
105	0.01694767765
106	0.01688011506
107	0.01683480923
108	0.01680456784
109	0.01674241285
110	0.01668635784
111	0.01665106985
112	0.01659521513
113	0.01655167071
114	0.01649494406
115	0.01643517833
116	0.0164194889
117	0.01636367861
118	0.016312043
119	0.01626391636
120	0.01622748089
121	0.01614760726
122	0.01609316056
123	0.01606932173
124	0.0160341605
125	0.01594030617
126	0.01588566946
127	0.01574764183
128	0.01569652886
129	0.01565258411
130	0.01559567119
131	0.01554131915
132	0.01547642459
133	0.01543251495
134	0.01538252005
135	0.01535078147
136	0.01531773671
137	0.01527910583
138	0.01522462706
139	0.01514171813
140	0.01513667607
141	0.0151115044
142	0.01499048494
143	0.01495117949
144	0.01490365286
145	0.01487003507
146	0.01482665425
147	0.01480359062
148	0.01473530083
149	0.01466573156
150	0.01464773155
151	0.01458227029
152	0.01455361119
153	0.01452864582
154	0.01449986573
155	0.0144522537
156	0.01442585495
157	0.01424808539
158	0.01417594828
159	0.01414199104
160	0.01411268455
161	0.01406692255
162	0.01401793856
163	0.01398639511
164	0.01397108996
165	0.01392240264
166	0.01386377109
167	0.01384612101
168	0.0137979951
169	0.01376427834
170	0.01372146798
171	0.01369104753
172	0.01362397169
173	0.01358924708
174	0.0135388343
175	0.01350969136
176	0.01347700491
177	0.01345574273
178	0.01344154449
179	0.01338521058
180	0.01336693637
181	0.0133217548
182	0.01329690015
183	0.01324668404
184	0.01322136634
185	0.01318555011
186	0.01314560255
187	0.0131055294
188	0.01306755163
189	0.01304708872
190	0.01300795414
191	0.01297337432
192	0.01294065833
193	0.01291925278
194	0.01289029256
195	0.01287554137
196	0.01284050076
197	0.01275948889
198	0.01273282751
199	0.01272052781
200	0.01270894956
201	0.0126823986
202	0.01262018032
203	0.0125919486
204	0.01255298077
205	0.01239566186
206	0.01237237011
207	0.01234221444
208	0.01231958228
209	0.01228324221
210	0.01227344838
211	0.01223845565
212	0.01218917191
213	0.0121645028
214	0.01214360955
215	0.01211071182
216	0.01208639128
217	0.01206706459
218	0.01203261413
219	0.01201327892
220	0.01200350199
221	0.01197173513
222	0.01194278453
223	0.01191584622
224	0.0118961225
225	0.01186029384
226	0.0118148493
227	0.01179828318
228	0.01178379781
229	0.01175776865
230	0.0117190456
231	0.01171305225
232	0.01167600711
233	0.01164316187
234	0.01163759922
235	0.0116120263
236	0.01153973024
237	0.01151429983
238	0.01150219563
239	0.01146543442
240	0.01144521032
241	0.0114097034
242	0.01139356264
243	0.0113589707
244	0.0113014786
245	0.01126492811
246	0.01124925152
247	0.01119484736
248	0.01116629495
249	0.01114295418
250	0.011115638
251	0.01110567923
252	0.01108153705
253	0.01107051299
254	0.0110442729
255	0.01102946614
256	0.01100310265
257	0.01098908371
258	0.01098298852
259	0.01097587213
260	0.01095154059
261	0.01092641293
262	0.01091016787
263	0.01088175144
264	0.01087233835
265	0.01080753989
266	0.01078967767
267	0.01075645113
268	0.01072709412
269	0.0107104269
270	0.01068837053
271	0.01066525122
272	0.01063933497
273	0.01061432045
274	0.01059572024
275	0.0105677087
276	0.0105505637
277	0.01054134299
278	0.01052584581
279	0.0105045961
280	0.01049602741
281	0.0104676002
282	0.01046316748
283	0.01045872555
284	0.01042683963
285	0.01041449678
286	0.01039844293
287	0.01039220986
288	0.01038727308
289	0.01034620765
290	0.01027180649
291	0.01026264424
292	0.01024244439
293	0.0102250246
294	0.01019967718
295	0.01018438539
296	0.01016043293
297	0.01012568681
298	0.01010846107
299	0.01009526923
300	0.0100817199
301	0.01007660587
302	0.01006101905
303	0.01005068765
304	0.01003663963
305	0.0100304897
306	0.01002068799
307	0.01000475936
308	0.00998180288
309	0.009960498412
310	0.009937884243
311	0.009927200437
312	0.009921893947
313	0.009898429366
314	0.009869251792
315	0.009855787987
316	0.009838156128
317	0.00981233749
318	0.009795084751
319	0.009765772229
320	0.009757517779
321	0.009746732714
322	0.009693644216
323	0.009685767887
324	0.009658411455
325	0.009650018577
326	0.009622259131
327	0.009603762583
328	0.009563571762
329	0.009557655737
330	0.009534378029
331	0.00950480747
332	0.009497742947
333	0.009484834178
334	0.009481734059
335	0.009459868015
336	0.009437890528
337	0.009418193212
338	0.009399641532
339	0.009375050213
340	0.009362887482
341	0.009352331316
342	0.009331197915
343	0.009315915546
344	0.009299524647
345	0.009272471305
346	0.009256477908
347	0.009230103886
348	0.009218242332
349	0.009196812757
350	0.009188305887
351	0.009176566492
352	0.009158454098
353	0.009144122146
354	0.009135340008
355	0.009106970296
356	0.009084118434
357	0.009066133697
358	0.009056678022
359	0.009037823711
